Wall time,Step,Value
1728802692.0220144,817815,2530.0
1728802695.619936,818665,1410.0
1728802700.3364336,819780,2370.0
1728802718.1843574,822057,1330.0
1728802721.8964355,822948,2150.0
1728802736.7718265,826557,1670.0
1728802740.0195603,827359,1120.0
1728802742.5516465,827989,1220.0
1728802745.5970733,828750,2200.0
1728802748.636762,829488,3060.0
1728802763.2405083,831049,1400.0
1728802767.098791,831967,2010.0
1728802773.930173,833636,1670.0
1728802777.06775,834389,2240.0
1728802783.3769703,835955,1580.0
1728802789.8695803,837523,1550.0
1728802792.3127801,838131,1000.0
1728802794.8884728,838766,1110.0
1728802798.000042,839532,2080.0
1728802813.3688323,841089,1540.0
1728802816.5490289,841845,1400.0
1728802824.4223316,843734,3180.0
1728802826.4267714,844221,1360.0
1728802833.5187972,845912,1260.0
1728802836.5481389,846631,1650.0
1728802844.0564792,848412,2160.0
1728802847.2357063,849169,1600.0
1728802850.679126,849979,1860.0
1728802861.6397913,850721,2520.0
1728802870.9582794,852929,1580.0
1728802878.767575,854781,1360.0
1728802881.1430612,855346,2200.0
1728802885.102231,856301,1530.0
1728802888.2300582,857075,1530.0
1728802899.6066496,859779,2570.0
1728802911.610688,860629,4520.0
1728802915.3485436,861517,1800.0
1728802922.8029788,863320,1800.0
1728802927.0354764,864378,2340.0
1728802930.9952996,865366,4800.0
1728802933.2291896,865901,1390.0
1728802937.3049576,866887,1720.0
1728802943.573037,868386,3050.0
1728802967.8002627,872292,1300.0
1728802973.6090002,873701,3020.0
1728802992.0818965,878176,1970.0
1728802994.9167657,878875,1300.0
1728803010.159909,880451,1160.0
1728803013.4645412,881236,1620.0
1728803020.0435545,882854,1970.0
1728803022.415398,883444,1000.0
1728803031.001333,885508,2720.0
1728803034.103434,886243,1990.0
1728803042.1580288,888243,1890.0
1728803046.1318383,889238,1450.0
1728803048.9081376,889932,1690.0
1728803058.9828672,890532,1500.0
1728803062.9585097,891519,2810.0
1728803068.220756,892816,800.0
1728803073.5218956,894143,1440.0
1728803076.1817658,894807,1040.0
1728803079.3012586,895556,1830.0
1728803082.165034,896268,1700.0
1728803085.1475582,896999,2270.0
1728803088.8253028,897875,1770.0
1728803091.7563412,898599,1140.0
1728803112.2161715,901609,1270.0
1728803114.4876,902144,1020.0
1728803118.506335,903098,3050.0
1728803121.7360973,903897,1030.0
1728803126.1843889,904981,1480.0
1728803135.2886603,907152,1930.0
1728803138.5423658,907949,1870.0
1728803141.6966116,908713,3050.0
1728803164.5228915,912228,2240.0
1728803168.0377915,913053,3370.0
1728803171.3712125,913846,1750.0
1728803182.6307578,916506,1890.0
1728803186.4365854,917404,2370.0
1728803192.6334248,918867,2500.0
1728803195.606961,919565,1150.0
1728803209.8217735,921035,1280.0
1728803212.8170955,921750,2700.0
1728803219.4324322,923391,2060.0
1728803222.7749796,924210,2640.0
1728803231.6391592,926331,1610.0
1728803234.9681804,927134,1680.0
1728803239.47098,928226,2620.0
1728803244.0360641,929326,1860.0
1728803246.243268,929861,650.0
1728803257.747362,930619,1120.0
1728803276.658791,935155,1070.0
1728803288.1980984,937904,2170.0
1728803291.8896377,938776,1250.0
1728803305.4900932,940311,1640.0
1728803312.0768285,941880,1550.0
1728803314.8170772,942528,2320.0
1728803325.790046,945125,2250.0
1728803328.511723,945769,2180.0
1728803332.155238,946632,1040.0
1728803336.4526205,947646,2930.0
1728803358.4567273,950989,2140.0
1728803362.3557556,951912,1510.0
1728803364.5504994,952432,800.0
1728803368.3018198,953320,1490.0
1728803374.044673,954680,3380.0
1728803379.7818565,956036,860.0
1728803382.8402267,956760,1640.0
1728803386.1351283,957539,1380.0
1728803389.6388721,958368,1870.0
1728803409.4401217,961037,2120.0
1728803416.3105323,962664,1420.0
1728803419.7304428,963473,1620.0
1728803423.0313485,964252,1560.0
1728803426.4123924,965063,2480.0
1728803429.7669396,965871,1580.0
1728803432.433928,966521,1420.0
1728803435.0411727,967148,910.0
1728803441.1499293,968611,2830.0
1728803444.5712276,969421,1880.0
1728803446.9450967,969983,1040.0
1728803459.7343583,970978,1760.0
1728803463.3274932,971828,2740.0
1728803467.1248667,972728,2010.0
1728803471.1295807,973702,1870.0
1728803474.787345,974563,2360.0
1728803478.3038797,975412,1690.0
1728803481.884412,976272,2810.0
1728803484.5512424,976899,1270.0
1728803512.6876605,981982,1810.0
1728803519.1105106,983572,2590.0
1728803522.1018934,984316,1390.0
1728803525.680686,985191,1930.0
1728803531.8721476,986694,1460.0
1728803535.085336,987492,2780.0
1728803555.8188078,990601,2050.0
1728803559.74174,991525,3330.0
1728803562.6239944,992203,1300.0
1728803565.8659801,992965,2570.0
1728803575.3932998,995222,2370.0
1728803580.0616145,996322,1670.0
1728803583.8591747,997217,3130.0
1728803586.7655222,997902,1930.0
1728803591.659896,999060,3510.0
1728803595.360485,999967,3000.0
